property_name,link,society,price,area,areaWithType,bedRoom,bathroom,balcony,additionalRoom,address,floorNum,facing,agePossession,nearbyLocations,description,furnishDetails,features,rating,property_id,latitude,longitude,locality,price_per_sqft
"3BHK  4Baths Flat/Apartment for Sale in Birla Navya, Sector 63A, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-birla-navya-sector-63a-gurgaon-2650-sq-ft-spid-O90540210,Birla Navya,4.3 Crore,2650,Super Built-up area 2650(246.19 sq.m.)Carpet area: 1680 sqft (156.08 sq.m.)  sqft,3,4,3+ Balconies,Servant Room,Sector 63A Gurgaon,2,North,1 to 5 Year Old,"['Capital Cyberscape Office', 'Heritage Xperiential Learning School', 'DoubleTree by Hilton Hotel', 'WorldMark Mall Gurgaon', 'W Pratiksha Hospital', 'Sector 54 Chowk Metro Station', 'Sushant University', 'DLF Golf and Country Club', 'De Adventure Park - Farms', 'Nehru Stadium', 'Badshahpur Sohna Highway', 'Indira Gandhi Intl Airport']","This is a north-Facing property. The flat is over 2650 sq.Ft. Super built up area and comes with 3 bedroom(s), 4 bathrooms and more than 3 balconies. The residential building has 4 floors in total and the flat for sale is located on the 2nd floor. This 1-5 years old property is available for immediate possession as the project is ready to move. The floor of this flat is beautifully designed using marble flooring, giving the flat an alluring look. The society is well equipped with many modern amenities, including swimming pool, fitness centre / gym, club house, park, cctv surveillance, lift(s), maintenance staff and visitor parking.","['3 Wardrobe', '1 Water Purifier', 'Fan', '4 Geyser', 'Light', '5 AC', '1 Chimney', '1 Modular Kitchen', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine']",['Power Back-up'],"['Connectivity: 4 out of 5', 'Lifestyle: 3.8 out of 5', 'Safety: 3.7 out of 5', 'Green Area: 3.8 out of 5']",O90540210,28.39432595325696,77.0949291639167,Gurgaon,"16,226"
"3BHK  5Baths Flat/Apartment for Sale in Central Park Resorts, Sector 48, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-central-park-resorts-sector-48-gurgaon-2464-sq-ft-spid-O90556516,Central Park Resorts,7.25 Crore,2464,Super Built-up area 2464(228.91 sq.m.)  sqft,3,5,3 Balconies,"Servant Room,Study Room,Pooja Room",Sector 48 Gurgaon,6,North-East,1 to 5 Year Old,"['Huda Metro Station', 'Omaxe Celebration Mall', 'Iffco Chowk', 'GD Goenka Public School', 'Cambridge College Of Education', 'Gurugram University', 'Park Hospital', 'Indira Gandhi Int. Airport', 'Basai Dhankot']","The flat is north-East-Facing. The flat occupies a super built up area of 2464 sq.Ft. That consists of 3 bedrooms, 5 bathrooms and 3 balconies. This flat lies on the 6th level of a 17 storey building. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move. The flat comes well built with granite flooring options. All the modern amenities such as swimming pool, fitness centre / gym, club house, park, shopping centre, lift(s), maintenance staff, visitor parking, water softening plant and security guard will make life easier for you.","['1 Water Purifier', '1 Fridge', 'Fan', '4 Geyser', '1 Stove', 'Light', '1 Modular Kitchen', '1 Chimney', '7 AC', '5 Wardrobe', '1 Washing Machine', '1 Microwave', 'No Bed', 'No Dining Table', 'No Sofa', 'No TV']",[],"['Construction: 3.7 out of 5', 'Amenities: 4.2 out of 5', 'Management: 3.9 out of 5', 'Connectivity: 3.9 out of 5', 'Green Area: 4.1 out of 5']",O90556516,28.424,77.03597777777777,Gurgaon,"29,423"
"4BHK  5Baths Flat/Apartment for Sale in Tata Primanti, Sector 72, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-tata-primanti-sector-72-gurgaon-2625-sq-ft-spid-O90563476,Tata Primanti,4.65 Crore,2625,Super Built-up area 2625(243.87 sq.m.)Built-up area: 2200 sqft (204.39 sq.m.)Carpet area: 1963 sqft (182.37 sq.m.)  sqft,4,5,3+ Balconies,Servant Room,Sector 72 Gurgaon,11,North-East,0 to 1 Year Old,"['Omaxe City Centre', 'Spaze Itech Park', 'Pallavan PreSchool, Sohna Road', 'Radisson Hotel Gurugram Sohna Road', 'Polaris Hospital', 'Sector 55-56 Metro Station', 'RBSM Public school', 'Badshahpur Sohna Rd Highway', 'Gurgaon Old Railway Road', 'Indira Gandhi International Airport']","The flat is facing the north-East direction. Constructed on a super built up area of 2625 sq.Ft., the flat comprises 4 bedroom(s), 5 bathrooms and more than 3 balconies. The residential building has 40 floors in total and the flat for sale is located on the 11th floor. Being a ready to move project, you can expect immediate possession of this 0-1 year old property. The flat comes well built with marble flooring options. All the modern amenities such as swimming pool, fitness centre / gym, club house, park, shopping centre, grocery shop and lift(s) will make life easier for you.","['6 Wardrobe', '1 Water Purifier', '6 Geyser', '1 Stove', 'Light', '1 Chimney', '2 AC', '1 Modular Kitchen', 'No Bed', 'No Dining Table', 'No Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine']",[],"['Construction: 4 out of 5', 'Amenities: 4.2 out of 5', 'Management: 4 out of 5', 'Connectivity: 3.7 out of 5', 'Green Area: 3.9 out of 5']",O90563476,28.40631178855606,77.03613543439816,Gurgaon,"17,714"
"3BHK  4Baths Flat/Apartment for Sale in Puri Emerald Bay, Sector 104, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-puri-emerald-bay-sector-104-gurgaon-2450-sq-ft-spid-O90616194,Puri Emerald Bay,3.6 Crore,2450,Super Built-up area 2450(227.61 sq.m.)Built-up area: 1960 sqft (182.09 sq.m.)Carpet area: 1715 sqft (159.33 sq.m.)  sqft,3,4,3+ Balconies,Servant Room,Sector 104 Gurgaon,12,North-East,1 to 5 Year Old,"['Dwarka Expressway', 'Gurgaon Railway Station', 'Delhi Public School', 'Chauma Road', 'Chirag Hospital', 'Gurgaon Dreamz Mall', 'Park Inn', 'DPG Degree College', 'Infinity Business Park', 'The NorthCap University', ""Oyster's Water Park"", 'Sector-21 Metro Dwarka', 'DLF Golf and Country Club', 'Indira Gandhi International Airport']","The flat is north-East-Facing. Constructed on a super built up area of 2450 sq.Ft., the flat comprises 3 bedroom(s), 4 bathrooms and more than 3 balconies. This flat lies on the 12th level of a 29 storey building. Being a ready to move project, you can expect immediate possession of this 1-5 years old property. The well built wood flooring enhances the aesthetic appeal of this flat. Another plus point for this is that it is situated near close to school, close to metro station, close to hospital and close to market. All the modern amenities such as swimming pool, fitness centre / gym, club house, park, cctv surveillance, lift(s), maintenance staff, visitor parking, security guard and water softening plant will make life easier for you.","['3 Wardrobe', 'Fan', '3 Geyser', '1 Stove', 'Light', '5 AC', '1 Chimney', '1 Modular Kitchen', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Corner Property', 'Vaastu Compliant', 'Separate entry for servant room', 'Piped-gas', 'Recently Renovated']","['Construction: 3.6 out of 5', 'Amenities: 3.5 out of 5', 'Management: 3.6 out of 5', 'Connectivity: 3.5 out of 5', 'Green Area: 4.1 out of 5']",O90616194,28.4819235,76.9908809,Gurgaon,"14,693"
"4BHK  4Baths Flat/Apartment for Sale in DLF New Town Heights 1, Sector 90, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-new-town-heights-1-sector-90-gurgaon-2364-sq-ft-r21-spid-P44401719,DLF New Town Heights 1,2.52 Crore,2364,Super Built-up area 2364(219.62 sq.m.)  sqft,4,4,3+ Balconies,"Servant Room,Pooja Room",Sector 90 Gurgaon,1,North,1 to 5 Year Old,"['Manish Gallexie 91', 'RHM Public School', 'Silver Streak Multi Speciality Hospital', 'Holiday Inn Gurugram', 'NH-8 IMT Manesar', 'Airport']","Confirm deal in hand 4 bhk flat for sale, value for money call for visit 

Call for visit, keys in hand. With complete woodwok, park facing, best location for sale, call for more details and site visit. All amenities are functional available pool, gym, table tennis, tennis court, sauna steam bath, billiards game etc.

Many more options available in dlf the primus deal in dlf only regal garden / skycourts / new town heights / the ultima / dlf garden plots a south facing 4 bhk resale flat is available in the promising locality of sector-90, gurgaon. It is a ready to move in spacious flat and is located on the 1st floor. Every single detail of the flat is carefully designed. This feng shui/vaastu compliant property offers quality specifications such as club house/community center, fitness centre/gym, lift(s), swimming pool, park, security/fire alarm, intercom facility, visitor parking, water storage, piped-Gas, security personnel, water softening plant, waste disposal and rain water harvesting. The flat is a corner property and is located in a gated society. It provides a spectacular view of the park/garden. The apartment is priced at rs. 1. 03 cr (Rs. 4336 per sq. Ft. ). It is a freehold property, with a super built-Up area of 2364 sq. Ft. It has 4 bathroom(s). The flat comprises of more than 3 balcony(s) and has wood flooring. 1 covered parking. Full power back up. 24x7 water supply from municipal corporation and borewell/tank.
 
 
 
 
 
 
 
 Additional details :

Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",[],[],"['Construction: 3.6 out of 5', 'Amenities: 3.9 out of 5', 'Management: 3.8 out of 5', 'Connectivity: 3.6 out of 5', 'Green Area: 3.6 out of 5']",P44401719,28.408270199999997,76.9315152,Gurgaon,"10,659"
"4BHK  4Baths Flat/Apartment for Sale in DLF New Town Heights 1, Sector 90, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-new-town-heights-1-sector-90-gurgaon-2727-sq-ft-r5-spid-P61448190,DLF New Town Heights 1,2.85 Crore,2727,Super Built-up area 2727(253.35 sq.m.)Carpet area: 2200 sqft (204.39 sq.m.)  sqft,4,4,3+ Balconies,"Pooja Room,Servant Room",Sector 90 Gurgaon,8,North-East,5 to 10 Year Old,"['Manish Gallexie 91', 'RHM Public School', 'Silver Streak Multi Speciality Hospital', 'Holiday Inn Gurugram', 'NH-8 IMT Manesar', 'Airport']","Call for visit, keys in hand. Sun facing, park facing, best location for sale, call for more details and site visit. 

Sun facing, park facing, best location for sale, for more details and site visit. All amenities are functional available pool, gym, table tennis, tennis court, sauna steam bath, billiards game etc.
 
 
 
 
 
 
 
 Additional details :

Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",[],[],"['Construction: 3.6 out of 5', 'Amenities: 3.9 out of 5', 'Management: 3.8 out of 5', 'Connectivity: 3.6 out of 5', 'Green Area: 3.6 out of 5']",P61448190,28.406603299999997,76.93202329972223,Gurgaon,"12,954"
"3BHK  4Baths Flat/Apartment for Sale in Mapsko Royale Ville, Sector 82, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-mapsko-royale-ville-sector-82-gurgaon-1790-sq-ft-r5-spid-P73111631,Mapsko Royale Ville,1.8 Crore,1790,Super Built-up area 1790(166.3 sq.m.)Built-up area: 1550 sqft (144 sq.m.)Carpet area: 1350 sqft (125.42 sq.m.)  sqft,3,4,2 Balconies,Servant Room,Sector 82 Gurgaon,7,South-West,1 to 5 Year Old,"['Sapphire 83 Mall', 'Golf Course Ext Rd', ""St. Xavier's High School"", 'DPG Institute of Technology', 'Miracles Apollo Cradle', 'Indira Gandhi International Airport', 'Imt Manesar', 'Holiday Inn Gurugram Sector 90', 'SkyJumper Trampoline Park', 'Vishalgarh Farms', 'F9 Go Karting Gurgaon']","This beautiful 3 bhk flat in sector 82 gurgaon is situated in mapsko royale ville, one of the popular residential society in gurgaon. Containing 3 bedroom(s), 4 bathrooms and 2 balconies, this flat is spread over a super built up area of 1790 sq.Ft. The property is located on the 7th floor of a 18 floors tall building. As the project is already ready to move, so you can easily move into this 1-5 years old property.S
 Additional details :

Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.","['3 Wardrobe', 'Fan', '1 Exhaust Fan', '1 Geyser', 'Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",['Vaastu Compliant'],"['Construction: 3.8 out of 5', 'Amenities: 4 out of 5', 'Management: 4 out of 5', 'Connectivity: 4 out of 5', 'Green Area: 4.1 out of 5']",P73111631,28.396359078203783,76.96233632243742,Gurgaon,"10,055"
"3BHK  3Baths Flat/Apartment for Sale in ATS Tourmaline, Sector 109, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-tourmaline-sector-109-gurgaon-1750-sq-ft-r1-spid-P81201127,ATS Tourmaline,2.14 Crore,1750,Super Built-up area 1750(162.58 sq.m.)Built-up area: 1466 sqft (136.2 sq.m.)Carpet area: 1210 sqft (112.41 sq.m.)  sqft,3,3,3+ Balconies,Others,Sector 109 Gurgaon,10,East,1 to 5 Year Old,"['Gurgaon Railway Station', 'Dwarka Expressway', 'Global Foyer Mall', 'Dwarka Sector-25 Metro Station', 'Delhi Public School', 'Manipal Hospital', 'The Northcap University', 'Nehru Stadium', 'BSF Golf Course', 'Infospace Limited Business Park', 'Crowne Plaza Hotel', 'Indira Gandhi International Airport']","Spacious 3 bhk 1750 sqft apartment available for sale in ats tourmaline, sec 109 gurgaon","['3 Wardrobe', 'Fan', '1 Exhaust Fan', '5 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Dining Table', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",['Vaastu Compliant'],"['Construction: 3.8 out of 5', 'Amenities: 3.9 out of 5', 'Management: 3.9 out of 5', 'Connectivity: 3.9 out of 5', 'Green Area: 3.9 out of 5']",P81201127,28.5158028,77.0048415,Gurgaon,"17,685"
"3BHK  3Baths Flat/Apartment for Sale in Emaar MGF The Palm Drive, Sector 66, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-the-palm-drive-sector-66-gurgaon-3300-sq-ft-r5-spid-P81420015,Emaar MGF The Palm Drive,6.5 Crore,3300,Super Built-up area 3300(306.58 sq.m.)Carpet area: 2700 sqft (250.84 sq.m.)  sqft,3,3,3+ Balconies,"Pooja Room,Study Room,Servant Room,Store Room",Sector 66 Gurgaon,4,North-East,5 to 10 Year Old,"['Ashoka International School', 'HUB 66 Mall', 'Park Hospital', 'Vatika Business Centre', 'NH 248A', 'Gurugram University', 'De Adventure Park', 'Sealdah Railway Station', 'Sector 55-56 Rapid Metro Station', 'Tau DeviLal Sports Complex', 'DLF Golf and Country Club', 'The Oberoi Gurgaon', 'Indira Gandhi International Airport']","Check out this 3 bhk apartment for sale in emaar mgf the palm drive, a popular residential project that houses in-Demand flats in sector 66 gurgaon. The flat is north-East-Facing. Containing 3 bedroom(s), 3 bathrooms and more than 3 balconies, this flat is spread over a super built up area of 3300 sq.Ft. This flat lies on the 4th level of a 17 storey building. An added advantage of this 5-10 years old flat is that it is available for immediate possession as the project is already ready to move. The floor of this flat is beautifully designed using wood flooring, giving the flat an alluring look. Emaar mgf the palm drive is designed very well to provide modern facilities such as swimming pool, fitness centre / gym, club house / community center, park, shopping centre, cctv surveillance, lift(s), security personnel, maintenance staff, visitor parking and water softening plant. Municipal corporation and borewell/tank provides a regular supply of water to this residential project.","['Fan', '1 Exhaust Fan', '4 Geyser', '1 Stove', 'Light', '6 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'False Ceiling Lighting', 'Separate entry for servant room', 'Piped-gas', 'Recently Renovated']","['Construction: 3.7 out of 5', 'Amenities: 4 out of 5', 'Management: 3.6 out of 5', 'Connectivity: 4.1 out of 5', 'Green Area: 3.9 out of 5']",P81420015,28.402345099999998,77.05137279972222,Gurgaon,"19,696"
"4BHK  5Baths Flat/Apartment for Sale in Emaar MGF The Palm Drive, Sector 66, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-the-palm-drive-sector-66-gurgaon-3600-sq-ft-r5-spid-P81421417,Emaar MGF The Palm Drive,7.5 Crore,3600,Super Built-up area 3600(334.45 sq.m.)Carpet area: 2800 sqft (260.13 sq.m.)  sqft,4,5,3+ Balconies,"Servant Room,Pooja Room,Study Room,Store Room",Sector 66 Gurgaon,7,East,5 to 10 Year Old,"['Ashoka International School', 'HUB 66 Mall', 'Park Hospital', 'Vatika Business Centre', 'NH 248A', 'Gurugram University', 'De Adventure Park', 'Sealdah Railway Station', 'Sector 55-56 Rapid Metro Station', 'Tau DeviLal Sports Complex', 'DLF Golf and Country Club', 'The Oberoi Gurgaon', 'Indira Gandhi International Airport']","Located in the popular residential address of sector 66 gurgaon, emaar mgf the palm drive is one of the most preferred destination for apartments in gurgaon. This 4 bhk flat is your ticket to be a part of this community. The flat is east-Facing. The floor plan additionally contains 4 bedroom(s), 5 bathrooms and more than 3 balconies. All in all, the flat is spread over a super built up area of 3600 sq.Ft. This flat is situated on the 7th floor of this 17 floors tall residential building. This is a ready to move project and the property is 5-10 years old. The beautifully designed wood flooring enhances the beauty of the flat. All the modern amenities such as swimming pool, fitness centre / gym, club house / community center, park, shopping centre, cctv surveillance, lift(s), security personnel, maintenance staff, visitor parking and water softening plant will make life easier for you. Municipal corporation and borewell/tank provides a regular supply of water to this residential project.","['5 Wardrobe', 'Fan', '1 Exhaust Fan', '5 Geyser', '1 Stove', 'Light', '8 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'False Ceiling Lighting', 'Separate entry for servant room', 'Piped-gas', 'Recently Renovated']","['Construction: 3.7 out of 5', 'Amenities: 4 out of 5', 'Management: 3.6 out of 5', 'Connectivity: 4.1 out of 5', 'Green Area: 3.9 out of 5']",P81421417,28.400866999999998,77.05396379999999,Gurgaon,"20,833"
"4BHK  4Baths Flat/Apartment for Sale in DLF Park Place, Sector 54, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-park-place-sector-54-gurgaon-2721-sq-ft-r1-spid-P83129422,DLF Park Place,9.7 Crore,2721,Super Built-up area 2721(252.79 sq.m.)Carpet area: 2500 sqft (232.26 sq.m.)  sqft,4,4,3 Balconies,"Servant Room,Pooja Room,Study Room,Store Room",Sector 54 Gurgaon,10,East,1 to 5 Year Old,"['Sector 53-54 Metro Station', 'Health Care Pharmacy', 'Paras Hospitals, Gurgaon', 'Sector 54 Chowk', 'IILM University, Gurugram', 'EuroKids Preschool Suncity', 'YES Bank ATM', 'Sushant University', 'Suncity School Gurgaon', 'Suncity Shopping Complex', 'Apollo Pharmacy', 'Vallores Pre School', 'W Pratiksha Hospital', 'Umkal Hospital', 'Haryana City Gas']","This 4 bhk apartment is available for sale in dlf park place, one of the most prominent projects for flats in sector 54 gurgaon. The flat is facing the north-West direction. Constructed on a super built up area of 2721 sq.Ft., the flat comprises 4 bedroom(s), 4 bathrooms and more than 3 balconies. This flat is situated on the 24th floor of this 30 floors tall residential building. This 5-10 years old property is available for immediate possession as the project is ready to move. The well built wood flooring enhances the aesthetic appeal of this flat. Many of the modern amenities being offered, like swimming pool, fitness centre / gym, club house / community center, park, shopping centre, grocery shop, cctv surveillance, lift(s), security personnel, maintenance staff and visitor parking, will provide a pleasant living experience for you. The residential project is well equipped to meet all your water needs through access to municipal corporation and borewell/tank supply","['1 Bed', 'Fan', 'Light', '1 AC', 'No Chimney', 'No Dining Table', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",[],"['Construction: 3.8 out of 5', 'Amenities: 3.8 out of 5', 'Management: 3.7 out of 5', 'Connectivity: 3.9 out of 5', 'Green Area: 4 out of 5']",P83129422,28.442497222222222,77.10666944444444,Gurgaon,"35,648"
"3BHK  3Baths Flat/Apartment for Sale in Hero Homes, Sector 104, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-hero-homes-sector-104-gurgaon-1689-sq-ft-r1-spid-P83767150,Hero Homes,2.5 Crore,1689,Super Built-up area 1689(156.91 sq.m.)Carpet area: 1237.84 sqft (115 sq.m.)  sqft,3,3,3 Balconies,Pooja Room,Sector 104 Gurgaon,12,North-West,0 to 1 Year Old,"['Gurugram Global Heights School', 'The Esplanade Mall', 'Dwarka Expressway', 'Orient Bestech Business Tower', 'SGT University', 'Medanta Hospital', 'Appu Ghar Amusement Park', 'Taj City Centre Gurugram', 'Indira Gandhi International Airport', 'Gurgaon Railway Station']","Located in the popular residential address of sector 104 gurgaon, hero homes is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. This residential flat is north-West-Facing direction. The flat occupies a super built up area of 1689 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 3 balconies. The property is located on the 12th floor of a 36 floors tall building. As the project is already ready to move, so you can easily move into this 0-1 year old property. The well built ceramic flooring enhances the aesthetic appeal of this flat. All the modern amenities such as swimming pool, fitness centre / gym, club house / community center, cctv surveillance, lift(s), maintenance staff, park and visitor parking will make life easier for you. Borewell/tank provides a regular supply of water to this residential project.","['1 Water Purifier', 'Light', '1 Chimney', '1 Modular Kitchen', '4 AC', 'No Bed', 'No Dining Table', 'No Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine']",[],"['Connectivity: 3.9 out of 5', 'Lifestyle: 3.9 out of 5', 'Safety: 3.8 out of 5', 'Green Area: 3.8 out of 5']",P83767150,28.48454971124727,76.99268786510828,Gurgaon,"14,801"
"3BHK  3Baths Flat/Apartment for Sale in Orris Aster Court, Sector 85, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-orris-aster-court-sector-85-gurgaon-1675-sq-ft-r2-spid-P85150150,Orris Aster Court,1.55 Crore,1675,Super Built-up area 1675(155.61 sq.m.)Built-up area: 1500 sqft (139.35 sq.m.)Carpet area: 1450 sqft (134.71 sq.m.)  sqft,3,3,3 Balconies,Others,Sector 85 Gurgaon,3,North,5 to 10 Year Old,"['Dwarka Expressway', 'IGI', 'Domestic Airport', 'Proposed Metro Station', ""Haldiram's"", 'Dhaula Kuan']","Check out this 3 bhk apartment for sale in orris aster court, a popular residential project that houses in-Demand flats in sector 85 gurgaon. This property faces the north direction. The flat occupies a super built up area of 1675 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 3 balconies. This flat is situated on the 3rd floor of this 12 floors tall residential building. Being a ready to move project, you can expect immediate possession of this 5-10 years old property. The vitrified flooring of this flat is beautifully designed and helps to give it a pleasing look. Another plus point for this is that it is situated near close to school, close to hospital, close to market and close to railway station. Many of the modern amenities being offered, like swimming pool, fitness centre / gym, club house / community center, lift(s), maintenance staff, visitor parking, park, water softening plant, shopping centre and security personnel, will provide a pleasant living experience for you. The residential project is well equipped to meet all your water needs through access to municipal corporation and borewell/tank supply.","['3 Wardrobe', 'Fan', '1 Exhaust Fan', 'Light', '1 Modular Kitchen', '1 Curtains', '1 Chimney', 'No AC', 'No Bed', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Power Back-up', 'Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'False Ceiling Lighting', 'Separate entry for servant room', 'Piped-gas', 'Recently Renovated']","['Connectivity: 3.7 out of 5', 'Lifestyle: 3.8 out of 5', 'Safety: 3.7 out of 5', 'Green Area: 3.8 out of 5']",P85150150,28.4044462,76.9523318,Gurgaon,"9,253"
"1BHK  1Bath Flat/Apartment for Sale in Smriti Apartment, Sector 56, Gurgaon",https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-smriti-apartment-sector-56-gurgaon-600-sq-ft-spid-P85234204,Smriti Apartment,1 Crore,600,Super Built-up area 600(55.74 sq.m.)  sqft,1,1,1 Balcony,Others,Sector 56 Gurgaon,2,North,5 to 10 Year Old,"['Sector 54 chowk metro station', 'Sector metro station', 'Sector metro station', 'Sector 53-54 metro station', 'Hong Kong Bazaar Mall', 'Sanatan Dharm Mandir', 'Radhakrishna Shani Mandir', 'Icici bank ATM', 'Citi bank ATM', 'State bank ATM', 'Icici bank ATM', 'Indusind bank ATM', 'Arunodaya Deseret Eye Hospital', 'Surgicare Hospital Gurgaon', 'Kriti Hospital', 'Anand Hospital Gurgaon', 'pracksht hospital', 'HUDA Office Complex', 'Medisca', 'Apollo Pharmacy', 'Intellion Park', 'International Tech Park', 'HCG CNG Station', 'Heera Fuel Station', 'State bank of india', 'Kotak mahindra bank', 'Indusind bank', 'Hdfc bank', 'Icici bank', 'Axis bank', 'Hdfc bank & atm', 'Hdfc bank and atm', '222', 'Wat-a-Burger', 'Burger Singh', 'Bikanerwala', 'Naivedyam Restaurant', 'Pizza Hut', 'Clock tower', 'Starbucks', ""Carl's Jr."", 'Cafe Tonini', 'Shophouse by Kylin', 'Sagar Ratna', 'Iilm University', 'IILM', 'Sushant College of Arts & Architecture', 'Ansal Institute of Technology', 'Suncity School', 'Two Horizon Center']","We are the proud owners of this 1 bhk apartment available in smriti apartment, sector 56 gurgaon, gurgaon. This it is a and the unit is located on 2nd floor and has a super built-Up area of 600 sq.Ft. . It has 1 bathroom(s) and 1 balcony(s). The ownership is freehold type.","['1 Bed', '1 Wardrobe', 'Fan', '1 Geyser', 'Light', '1 AC', 'No Chimney', 'No Dining Table', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",[],"['Connectivity: 4.4 out of 5', 'Lifestyle: 4.2 out of 5', 'Safety: 4.1 out of 5', 'Green Area: 4.2 out of 5']",P85234204,28.42985,77.104357,Gurgaon,"16,666"
"3BHK  3Baths Flat/Apartment for Sale in DLF Gardencity Enclave, Sector 93, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-gardencity-enclave-sector-93-gurgaon-862-sq-ft-spid-P85574398,DLF Gardencity Enclave,1.95 Crore,80,Carpet area: 80.08   sq.m.,3,3,1 Balcony,Others,Sector 93 Gurgaon,4,North,Within 6 months,"['Rao Bharat Singh International School', 'Iris Broadway', 'Nakhrola stadium', 'National Highway', 'Manesar Golf Course', 'Hyatt Regency Gurugram', 'Farrukh Nagar Railway Station', 'Shri Balaji’s Multispeciality Hospital', 'SGT University', 'Indira Gandhi International Airport']","This 3 bhk apartment is available for sale in dlf gardencity enclave, one of the most prominent projects for flats in sector 93 gurgaon. The flat occupies a carpet area of 80 sq.M. That consists of 3 bedrooms, 3 bathrooms and 1 balcony. The residential building has 4 floors in total and the flat for sale is located on the top floor. The flat is currently under construction stage and you can expect to get the possession of the property within 6 months. All the modern amenities such as club house / community center and shopping centre will make life easier for you.",[],[],"['Connectivity: 3.7 out of 5', 'Lifestyle: 3.7 out of 5', 'Safety: 3.6 out of 5', 'Green Area: 3.6 out of 5']",P85574398,28.418795490602,76.929850252833,Gurgaon,
